"Index","OMX.Open","OMX.High","OMX.Low","OMX.Close","OMX.Volume","OMX.Adjusted"
"2009-03-11",649.859985351562,671.130004882812,642.640014648438,666.580017089844,262868000,666.580017089844
"2009-03-12",665.840026855469,669.809997558594,649.309997558594,667.650024414062,201970300,667.650024414062
"2009-03-13",669.02001953125,685.330017089844,652.580017089844,659.309997558594,216587200,659.309997558594
"2009-03-16",660.52001953125,675.890014648438,660.159973144531,675.890014648438,167523000,675.890014648438
"2009-03-17",675.280029296875,675.469970703125,661.760009765625,664.049987792969,180084900,664.049987792969
"2009-03-18",664.900024414062,675.570007324219,655.659973144531,662.760009765625,187970500,662.760009765625
"2009-03-19",663.609985351562,689.960021972656,658.989990234375,679.580017089844,283965300,679.580017089844
"2009-03-20",660.450012207031,675.070007324219,657.179992675781,661.590026855469,315036800,661.590026855469
"2009-03-23",661.469970703125,670.5,652.429992675781,667.97998046875,225064400,667.97998046875
"2009-03-24",667.130004882812,678.400024414062,652.190002441406,654.119995117188,234166600,654.119995117188
"2009-03-25",654,672.039978027344,646.159973144531,665.760009765625,202062500,665.760009765625
"2009-03-26",665.760009765625,667.030029296875,655.830017089844,667.030029296875,175647700,667.030029296875
"2009-03-27",666.299987792969,668.929992675781,653.179992675781,655.590026855469,171143000,655.590026855469
"2009-03-30",653.880004882812,654,629.690002441406,633.090026855469,149087900,633.090026855469
"2009-03-31",633.820007324219,653.450012207031,633.820007324219,653.049987792969,196950400,653.049987792969
"2009-04-01",652.190002441406,679.72998046875,641.02001953125,679.510009765625,243618800,679.510009765625
"2009-04-02",679.880004882812,716.580017089844,678.580017089844,713.799987792969,261864800,713.799987792969
"2009-04-03",712.950012207031,726.97998046875,700.820007324219,711.159973144531,261925500,711.159973144531
"2009-04-06",710.669982910156,727.869995117188,704.119995117188,709.570007324219,197108500,709.570007324219
"2009-04-07",710.539978027344,714.030029296875,695.700012207031,702.179992675781,163272100,702.179992675781
"2009-04-08",701.450012207031,709.159973144531,689.780029296875,707.320007324219,175729700,707.320007324219
"2009-04-09",707.799987792969,718.130004882812,707.679992675781,717.659973144531,67144800,717.659973144531
"2009-04-14",717.289978027344,751.739990234375,717.169982910156,744.159973144531,222948300,744.159973144531
"2009-04-15",742.580017089844,743.190002441406,725.97998046875,729.630004882812,162175400,729.630004882812
"2009-04-16",730.239990234375,748.609985351562,726.820007324219,745.549987792969,184891000,745.549987792969
"2009-04-17",747.130004882812,771.440002441406,747.010009765625,767.75,234579200,767.75
"2009-04-20",767.380004882812,770.989990234375,727.710021972656,731.099975585938,242645300,731.099975585938
"2009-04-21",730.849975585938,744.130004882812,715.27001953125,741.440002441406,251972400,741.440002441406
"2009-04-22",742.169982910156,770.450012207031,739.559997558594,768.109985351562,285312400,768.109985351562
"2009-04-23",766.890014648438,774.950012207031,751.549987792969,772.789978027344,253056500,772.789978027344
"2009-04-24",771.210021972656,781.840026855469,756.650024414062,779.159973144531,213541800,779.159973144531
"2009-04-27",778.789978027344,784.419982910156,762.880004882812,782.650024414062,178629900,782.650024414062
"2009-04-28",781.919982910156,781.919982910156,745.349975585938,751.280029296875,236014300,751.280029296875
"2009-04-29",751.650024414062,770.5,751.650024414062,768.799987792969,203565500,768.799987792969
"2009-04-30",764.539978027344,779.400024414062,763.890014648438,763.890014648438,182644600,763.890014648438
"2009-05-04",761.090026855469,781.090026855469,760.840026855469,779.5,185719500,779.5
"2009-05-05",779.739990234375,785.109985351562,771,783.030029296875,213890500,783.030029296875
"2009-05-06",783.030029296875,801.330017089844,779.390014648438,799.419982910156,202938500,799.419982910156
"2009-05-07",801,816.349975585938,788.950012207031,792.469970703125,250096300,792.469970703125
"2009-05-08",792.099975585938,813.530029296875,792.099975585938,802.030029296875,214808800,802.030029296875
"2009-05-11",802.150024414062,804.179992675781,774.679992675781,783.390014648438,175718300,783.390014648438
"2009-05-12",783.510009765625,794.52001953125,769.340026855469,769.340026855469,177012300,769.340026855469
"2009-05-13",769.340026855469,775.780029296875,744.080017089844,748.099975585938,211196800,748.099975585938
"2009-05-14",748.340026855469,758.460021972656,734.119995117188,757.659973144531,181042000,757.659973144531
"2009-05-15",758.150024414062,766.419982910156,749.880004882812,764.77001953125,149044700,764.77001953125
"2009-05-18",764.039978027344,780.719970703125,751.049987792969,779.890014648438,150257200,779.890014648438
"2009-05-19",780.619995117188,798.919982910156,780.25,789.190002441406,184151500,789.190002441406
"2009-05-20",788.700012207031,789.039978027344,778.880004882812,783.719970703125,83407800,783.719970703125
"2009-05-22",781.650024414062,781.890014648438,758.820007324219,769.400024414062,116414500,769.400024414062
"2009-05-25",769.159973144531,774.330017089844,758.190002441406,770.239990234375,59764000,770.239990234375
"2009-05-26",770.599975585938,775.739990234375,752.809997558594,773.700012207031,165371100,773.700012207031
"2009-05-27",774.190002441406,782.099975585938,769.169982910156,773.679992675781,163640900,773.679992675781
"2009-05-28",772.469970703125,773.450012207031,762.609985351562,771.820007324219,143926400,771.820007324219
"2009-05-29",772.919982910156,783.710021972656,771.539978027344,776.5,172150700,776.5
"2009-06-01",777.349975585938,802.919982910156,777.340026855469,801.570007324219,132535200,801.570007324219
"2009-06-02",801.080017089844,801.080017089844,788.059997558594,795.25,150402500,795.25
"2009-06-03",795.25,797.27001953125,765.119995117188,770.609985351562,201747000,770.609985351562
"2009-06-04",770.609985351562,777.780029296875,761.030029296875,768.570007324219,184993700,768.570007324219
"2009-06-05",769.669982910156,782.590026855469,769.539978027344,770.47998046875,136455700,770.47998046875
"2009-06-08",771.090026855469,771.77001953125,755.530029296875,770.320007324219,145792800,770.320007324219
"2009-06-09",770.440002441406,774.179992675781,760.429992675781,769.669982910156,165157300,769.669982910156
"2009-06-10",769.549987792969,793.219970703125,769.549987792969,787.109985351562,202009000,787.109985351562
"2009-06-11",786.869995117188,808.429992675781,786.059997558594,805.849975585938,188408800,805.849975585938
"2009-06-12",805.359985351562,810.030029296875,797.580017089844,799.650024414062,143675400,799.650024414062
"2009-06-15",799.650024414062,799.890014648438,782.919982910156,784.489990234375,130440000,784.489990234375
"2009-06-16",784.489990234375,795.960021972656,779.02001953125,789.219970703125,145309500,789.219970703125
"2009-06-17",788.72998046875,788.72998046875,768.200012207031,773.989990234375,247749300,773.989990234375
"2009-06-18",773.989990234375,780.400024414062,767.830017089844,778.090026855469,149326400,778.090026855469
"2009-06-22",778.090026855469,780.409973144531,752.299987792969,754.52001953125,153269700,754.52001953125
"2009-06-23",754.030029296875,761.820007324219,749.070007324219,753.940002441406,151380700,753.940002441406
"2009-06-24",754.669982910156,783.47998046875,754.539978027344,783.47998046875,133510500,783.47998046875
"2009-06-25",783.109985351562,784.640014648438,769.52001953125,779.119995117188,110367100,779.119995117188
"2009-06-26",779.599975585938,792.070007324219,779.359985351562,786.820007324219,106038400,786.820007324219
"2009-06-29",785.849975585938,806.440002441406,784.960021972656,804.330017089844,94426200,804.330017089844
"2009-06-30",804.809997558594,805.640014648438,793.049987792969,795.799987792969,133835700,795.799987792969
"2009-07-01",795.919982910156,814.72998046875,795.799987792969,813.700012207031,120998200,813.700012207031
"2009-07-02",812.859985351562,812.97998046875,791.030029296875,792.450012207031,116113800,792.450012207031
"2009-07-03",792.090026855469,796.880004882812,788.179992675781,790.450012207031,61231200,790.450012207031
"2009-07-06",790.210021972656,790.450012207031,774.820007324219,783.340026855469,76725000,783.340026855469
"2009-07-07",783.940002441406,793.400024414062,782.150024414062,784.559997558594,81208200,784.559997558594
"2009-07-08",783.840026855469,786.070007324219,777,777.47998046875,98719000,777.47998046875
"2009-07-09",778.559997558594,787.840026855469,774.739990234375,777.97998046875,81334200,777.97998046875
"2009-07-10",779.179992675781,779.280029296875,770.239990234375,774.119995117188,78975200,774.119995117188
"2009-07-13",774,789.760009765625,766.710021972656,785.989990234375,88278000,785.989990234375
"2009-07-14",786.590026855469,795.859985351562,786.590026855469,794.299987792969,102335600,794.299987792969
"2009-07-15",795.02001953125,820.929992675781,794.349975585938,820.929992675781,127663200,820.929992675781
"2009-07-16",821.049987792969,827.77001953125,819.880004882812,823.330017089844,124507600,823.330017089844
"2009-07-17",824.179992675781,844.130004882812,824.059997558594,842.150024414062,135141000,842.150024414062
"2009-07-20",842.150024414062,852.309997558594,838.260009765625,843.47998046875,130160800,843.47998046875
"2009-07-21",843.719970703125,854.260009765625,842.859985351562,852.260009765625,143557200,852.260009765625
"2009-07-22",851.299987792969,853.380004882812,841.710021972656,852.900024414062,115546300,852.900024414062
"2009-07-23",852.539978027344,874.47998046875,848.570007324219,871.890014648438,135397300,871.890014648438
"2009-07-24",867.559997558594,874.419982910156,859.880004882812,870.97998046875,179230900,870.97998046875
"2009-07-27",871.820007324219,877.400024414062,849.929992675781,854.619995117188,114844100,854.619995117188
"2009-07-28",854.619995117188,862.880004882812,849.179992675781,852.510009765625,95436400,852.510009765625
"2009-07-29",852.75,859.510009765625,851.400024414062,858.049987792969,92728000,858.049987792969
"2009-07-30",858.539978027344,880.289978027344,857.460021972656,879.200012207031,107276200,879.200012207031
"2009-07-31",878.840026855469,884.119995117188,871.080017089844,882.049987792969,103482500,882.049987792969
"2009-08-03",881.450012207031,896.809997558594,877.5,895.140014648438,103122400,895.140014648438
"2009-08-04",894.419982910156,894.539978027344,876.859985351562,879.450012207031,93374800,879.450012207031
"2009-08-05",879.570007324219,888.570007324219,871.880004882812,874.460021972656,110357400,874.460021972656
"2009-08-06",875.299987792969,884.510009765625,869.27001953125,873.880004882812,110535100,873.880004882812
"2009-08-07",873.52001953125,893.960021972656,864.080017089844,892.190002441406,122359200,892.190002441406
"2009-08-10",892.190002441406,892.190002441406,880.5,883.140014648438,87208800,883.140014648438
"2009-08-11",883.260009765625,890.799987792969,861.739990234375,864.030029296875,152174300,864.030029296875
"2009-08-12",863.789978027344,877.409973144531,859.27001953125,876.710021972656,111096500,876.710021972656
"2009-08-13",876.950012207031,898.159973144531,876.950012207031,888.869995117188,127838000,888.869995117188
"2009-08-14",888.75,894.039978027344,871.349975585938,876.739990234375,98584900,876.739990234375
"2009-08-17",876.739990234375,876.739990234375,853.260009765625,858.150024414062,123778100,858.150024414062
"2009-08-18",858.630004882812,876.580017089844,858.630004882812,873.099975585938,129146600,873.099975585938
"2009-08-19",872.5,872.739990234375,857.369995117188,869.22998046875,122788200,869.22998046875
"2009-08-20",869.719970703125,889.070007324219,869.719970703125,886.460021972656,143715700,886.460021972656
"2009-08-21",886.460021972656,917.179992675781,884.080017089844,913.840026855469,173241900,913.840026855469
"2009-08-24",914.570007324219,925.030029296875,912.400024414062,921.630004882812,133870400,921.630004882812
"2009-08-25",920.909973144531,921.030029296875,908.969970703125,916.059997558594,136771700,916.059997558594
"2009-08-26",915.820007324219,921.409973144531,901.599975585938,902.789978027344,128817900,902.789978027344
"2009-08-27",903.150024414062,909.179992675781,894.900024414062,901.950012207031,122655700,901.950012207031
"2009-08-28",902.309997558594,923.280029296875,902.309997558594,919.909973144531,154029000,919.909973144531
"2009-08-31",919.669982910156,919.669982910156,901.719970703125,904.840026855469,91447000,904.840026855469
"2009-09-01",905.090026855469,911.179992675781,884.760009765625,888.5,144660200,888.5
"2009-09-02",888.739990234375,889.299987792969,867.880004882812,873.349975585938,183597000,873.349975585938
"2009-09-03",873.830017089844,888.190002441406,871.840026855469,879.280029296875,141468000,879.280029296875
"2009-09-04",879.159973144531,893.47998046875,879.159973144531,891.390014648438,130779500,891.390014648438
"2009-09-07",892.349975585938,903.75,892.349975585938,903.619995117188,83024400,903.619995117188
"2009-09-08",904.349975585938,908.859985351562,900.669982910156,905.679992675781,133266800,905.679992675781
"2009-09-09",905.080017089844,921.75,901,921.47998046875,146836000,921.47998046875
"2009-09-10",922.080017089844,926.679992675781,909.539978027344,916.530029296875,143517400,916.530029296875
"2009-09-11",917.369995117188,921.150024414062,913.400024414062,918.190002441406,104163400,918.190002441406
"2009-09-14",917.219970703125,917.219970703125,901.159973144531,914.309997558594,101440800,914.309997558594
"2009-09-15",915.030029296875,919.989990234375,909.27001953125,913.070007324219,121683000,913.070007324219
"2009-09-16",913.549987792969,925.27001953125,913.549987792969,918.440002441406,124532100,918.440002441406
"2009-09-17",919.400024414062,929.590026855469,918.950012207031,923.820007324219,134470300,923.820007324219
"2009-09-18",923.469970703125,923.469970703125,909.22998046875,920.22998046875,116464000,920.22998046875
"2009-09-21",919.989990234375,920.260009765625,910.5,913.049987792969,97833800,913.049987792969
"2009-09-22",912.929992675781,923.72998046875,912.929992675781,922.239990234375,112636100,922.239990234375
"2009-09-23",922,928.940002441406,920.150024414062,922.989990234375,132365100,922.989990234375
"2009-09-24",922.510009765625,922.75,900.070007324219,901.869995117188,136665600,901.869995117188
"2009-09-25",901.27001953125,907.640014648438,895.760009765625,899.869995117188,104050200,899.869995117188
"2009-09-28",899.510009765625,917.22998046875,889.369995117188,913.549987792969,122492700,913.549987792969
"2009-09-29",914.030029296875,917.640014648438,902.219970703125,902.820007324219,113394400,902.820007324219
"2009-09-30",903.299987792969,912.330017089844,892.539978027344,896.760009765625,149331400,896.760009765625
"2009-10-01",896.400024414062,902.510009765625,877.010009765625,878.330017089844,139467700,878.330017089844
"2009-10-02",877.489990234375,877.609985351562,859.880004882812,867.840026855469,153808800,867.840026855469
"2009-10-05",867.599975585938,881.830017089844,865.690002441406,876.429992675781,102581000,876.429992675781
"2009-10-06",876.780029296875,894.679992675781,876.659973144531,891.880004882812,141614700,891.880004882812
"2009-10-07",891.400024414062,895.570007324219,882.780029296875,885.429992675781,121965100,885.429992675781
"2009-10-08",886.150024414062,897.159973144531,886.030029296875,895.349975585938,123796400,895.349975585938
"2009-10-09",895.390014648438,903.969970703125,892.929992675781,899.700012207031,112848700,899.700012207031
"2009-10-12",899.719970703125,915.039978027344,899.640014648438,910.789978027344,105733700,910.789978027344
"2009-10-13",910.789978027344,912.929992675781,900.590026855469,903.030029296875,108220700,903.030029296875
"2009-10-14",903.200012207031,929.539978027344,903.200012207031,928.590026855469,179971300,928.590026855469
"2009-10-15",928.659973144531,935.97998046875,926.130004882812,927.049987792969,136989700,927.049987792969
"2009-10-16",927.140014648438,938.630004882812,927.119995117188,927.760009765625,134703200,927.760009765625
"2009-10-19",927.400024414062,945.510009765625,927.400024414062,941.669982910156,113281900,941.669982910156
"2009-10-20",942.140014648438,950.890014648438,938.179992675781,942.669982910156,158175100,942.669982910156
"2009-10-21",942.429992675781,946.090026855469,926.309997558594,940.219970703125,153317900,940.219970703125
"2009-10-22",932.900024414062,933.619995117188,920.330017089844,927.469970703125,196789800,927.469970703125
"2009-10-23",930.590026855469,942.869995117188,930.22998046875,932.289978027344,167579200,932.289978027344
"2009-10-26",932.469970703125,940.119995117188,915.789978027344,918.239990234375,144780400,918.239990234375
"2009-10-27",918.359985351562,934.400024414062,918.219970703125,929.539978027344,146673500,929.539978027344
"2009-10-28",930.5,936.409973144531,916.150024414062,924.27001953125,222411400,924.27001953125
"2009-10-29",923.72998046875,939.869995117188,915.650024414062,939.820007324219,176558300,939.820007324219
"2009-10-30",941.02001953125,949.489990234375,938.989990234375,944.669982910156,117734400,944.669982910156
"2009-11-02",942.340026855469,942.340026855469,923.580017089844,932.059997558594,145879400,932.059997558594
"2009-11-03",931.169982910156,931.169982910156,916.789978027344,919.27001953125,144979200,919.27001953125
"2009-11-04",919.330017089844,938.390014648438,919.330017089844,937.419982910156,124332400,937.419982910156
"2009-11-05",935.859985351562,950.260009765625,926.820007324219,944.219970703125,149542500,944.219970703125
"2009-11-06",944.820007324219,950.179992675781,934.239990234375,941.47998046875,118316200,941.47998046875
"2009-11-09",941.539978027344,961.109985351562,941.539978027344,960.460021972656,92949400,960.460021972656
"2009-11-10",960.219970703125,961.719970703125,953.570007324219,957.97998046875,108710100,957.97998046875
"2009-11-11",958.460021972656,968.140014648438,958.460021972656,964.549987792969,100259600,964.549987792969
"2009-11-12",964.25,976.859985351562,963.320007324219,970.359985351562,127985100,970.359985351562
"2009-11-13",969.940002441406,971.530029296875,962.359985351562,967.440002441406,88824000,967.440002441406
"2009-11-16",967.619995117188,975.52001953125,967.340026855469,975.010009765625,107111500,975.010009765625
"2009-11-17",974.650024414062,974.650024414062,963.760009765625,964.52001953125,91765000,964.52001953125
"2009-11-18",964.700012207031,972.349975585938,964.700012207031,965.880004882812,96437600,965.880004882812
"2009-11-19",965.580017089844,965.919982910156,949.210021972656,951.440002441406,92953600,951.440002441406
"2009-11-20",951.619995117188,959.25,947.390014648438,951.570007324219,90996800,951.570007324219
"2009-11-23",951.690002441406,976.599975585938,951.690002441406,975.469970703125,121891600,975.469970703125
"2009-11-24",974.630004882812,976.159973144531,965.539978027344,965.539978027344,115166800,965.539978027344
"2009-11-25",966.559997558594,974.47998046875,963.179992675781,971.419982910156,108360500,971.419982910156
"2009-11-26",970.640014648438,970.640014648438,939.010009765625,939.679992675781,103590700,939.679992675781
"2009-11-27",938.780029296875,953.570007324219,926.630004882812,952.530029296875,115751600,952.530029296875
"2009-11-30",952.169982910156,957.97998046875,936.190002441406,936.190002441406,126585200,936.190002441406
"2009-12-01",937.390014648438,954.969970703125,937.390014648438,953.880004882812,119701800,953.880004882812
"2009-12-02",954,957.890014648438,945.690002441406,957.099975585938,118687100,957.099975585938
"2009-12-03",957.580017089844,965.820007324219,954.640014648438,954.640014648438,126021400,954.640014648438
"2009-12-04",954.580017089844,973.580017089844,949.140014648438,966.969970703125,143020200,966.969970703125
"2009-12-07",966.669982910156,971.849975585938,959.840026855469,966.140014648438,118581700,966.140014648438
"2009-12-08",966.260009765625,973.27001953125,948.549987792969,953.47998046875,142977100,953.47998046875
"2009-12-09",953.900024414062,956.049987792969,941.219970703125,944.950012207031,114416800,944.950012207031
"2009-12-10",945.25,952.530029296875,943.739990234375,947.330017089844,96965800,947.330017089844
"2009-12-11",947.809997558594,956.849975585938,947.809997558594,949.840026855469,106738400,949.840026855469
"2009-12-14",950.489990234375,960.580017089844,950.489990234375,956.25,83630600,956.25
"2009-12-15",956.309997558594,957.820007324219,942.619995117188,949.070007324219,90214400,949.070007324219
"2009-12-16",949.369995117188,960.179992675781,949.369995117188,959.599975585938,92303200,959.599975585938
"2009-12-17",959.179992675781,959.179992675781,946.47998046875,946.580017089844,105445900,946.580017089844
"2009-12-18",947,950.190002441406,935.809997558594,936.030029296875,113261100,936.030029296875
"2009-12-21",935.909973144531,949.760009765625,935.909973144531,948.380004882812,87641000,948.380004882812
"2009-12-22",948.559997558594,963.219970703125,948.559997558594,961.880004882812,94534800,961.880004882812
"2009-12-23",962.059997558594,967.010009765625,960.280029296875,961.539978027344,55780000,961.539978027344
"2009-12-28",961.369995117188,969.419982910156,961.369995117188,965.049987792969,0,965.049987792969
"2009-12-29",964.989990234375,969.169982910156,963.890014648438,965.799987792969,56554200,965.799987792969
"2009-12-30",965.739990234375,968.239990234375,951.539978027344,951.719970703125,79472000,951.719970703125
"2010-01-04",951.719970703125,964.72998046875,951.719970703125,963.559997558594,82515400,963.559997558594
"2010-01-05",964.030029296875,968.679992675781,961.460021972656,967.27001953125,62738400,967.27001953125
"2010-01-07",967.390014648438,970.260009765625,962.27001953125,965.820007324219,132590900,965.820007324219
"2010-01-08",965.700012207031,974.900024414062,965.700012207031,973.440002441406,108703800,973.440002441406
"2010-01-11",973.150024414062,985.690002441406,973.150024414062,978.179992675781,108829800,978.179992675781
"2010-01-12",978.239990234375,981.080017089844,967.489990234375,969.549987792969,118598200,969.549987792969
"2010-01-13",969.489990234375,974.960021972656,964.349975585938,974.960021972656,126482500,974.960021972656
"2010-01-14",975.609985351562,984.650024414062,975.609985351562,981.5,150040800,981.5
"2010-01-15",982.099975585938,986,968.5,970.650024414062,113551400,970.650024414062
"2010-01-18",970.409973144531,975.830017089844,968.760009765625,974.049987792969,96356200,974.049987792969
"2010-01-19",973.580017089844,977.830017089844,960.650024414062,976,134704200,976
"2010-01-20",976.059997558594,976.789978027344,957.159973144531,957.530029296875,120996800,957.530029296875
"2010-01-21",958.190002441406,968.059997558594,951.489990234375,954.02001953125,146085500,954.02001953125
"2010-01-22",954.309997558594,957.570007324219,943.609985351562,951.059997558594,143515300,951.059997558594
"2010-01-25",948.809997558594,956.179992675781,940.210021972656,947.559997558594,137390200,947.559997558594
"2010-01-26",945.840026855469,945.840026855469,935.659973144531,942.940002441406,131484200,942.940002441406
"2010-01-27",943.179992675781,954.02001953125,934.659973144531,946.700012207031,138949500,946.700012207031
"2010-01-28",947.179992675781,965.090026855469,935.460021972656,937.219970703125,215494700,937.219970703125
"2010-01-29",937.929992675781,957.099975585938,937.929992675781,953.710021972656,156244100,953.710021972656
"2010-02-01",952.820007324219,967.77001953125,947.450012207031,967.77001953125,124755100,967.77001953125
"2010-02-02",967.530029296875,972.75,963.72998046875,971.799987792969,136882300,971.799987792969
"2010-02-03",971.570007324219,974.950012207031,966.080017089844,970,158234100,970
"2010-02-04",969.590026855469,975.25,948.210021972656,948.619995117188,151365700,948.619995117188
